source_id,target_id,edge_type,data_source,confidence_score,evidence_count
GO:GO:0019209,GO:GO:0019207,go_term_is_a,GeneOntology,,0.0
GO:GO:0019216,GO:GO:0080090,go_term_is_a,GeneOntology,,0.0
GO:GO:0019217,GO:GO:0010565,go_term_is_a,GeneOntology,,0.0
GO:GO:0019217,GO:GO:0019216,go_term_is_a,GeneOntology,,0.0
GO:GO:0019217,GO:GO:0062012,go_term_is_a,GeneOntology,,0.0
GO:GO:0019219,GO:GO:0080090,go_term_is_a,GeneOntology,,0.0
GO:GO:0019221,GO:GO:0007166,go_term_is_a,GeneOntology,,0.0
GO:GO:0019221,GO:GO:0071345,go_term_part_of,GeneOntology,,0.0
GO:GO:0019222,GO:GO:0050794,go_term_is_a,GeneOntology,,0.0
GO:GO:0019318,GO:GO:0005996,go_term_is_a,GeneOntology,,0.0
GO:GO:0019320,GO:GO:0019318,go_term_is_a,GeneOntology,,0.0
GO:GO:0019320,GO:GO:0046365,go_term_is_a,GeneOntology,,0.0
GO:GO:0019364,GO:GO:0009166,go_term_is_a,GeneOntology,,0.0
GO:GO:0019364,GO:GO:0072526,go_term_is_a,GeneOntology,,0.0
GO:GO:0019538,GO:GO:0043170,go_term_is_a,GeneOntology,,0.0
GO:GO:0019538,GO:GO:0044238,go_term_is_a,GeneOntology,,0.0
GO:GO:0019637,GO:GO:0006793,go_term_is_a,GeneOntology,,0.0
GO:GO:0019693,GO:GO:0006796,go_term_is_a,GeneOntology,,0.0
GO:GO:0019693,GO:GO:0019637,go_term_is_a,GeneOntology,,0.0
GO:GO:0019693,GO:GO:1901135,go_term_is_a,GeneOntology,,0.0
GO:GO:0019725,GO:GO:0042592,go_term_is_a,GeneOntology,,0.0
GO:GO:0019752,GO:GO:0043436,go_term_is_a,GeneOntology,,0.0
GO:GO:0019829,GO:GO:0008324,go_term_is_a,GeneOntology,,0.0
GO:GO:0019829,GO:GO:0022853,go_term_is_a,GeneOntology,,0.0
GO:GO:0019829,GO:GO:0042626,go_term_is_a,GeneOntology,,0.0
GO:GO:0019838,GO:GO:0005515,go_term_is_a,GeneOntology,,0.0
GO:GO:0019887,GO:GO:0019207,go_term_is_a,GeneOntology,,0.0
GO:GO:0019898,GO:GO:0016020,go_term_part_of,GeneOntology,,0.0
GO:GO:0019898,GO:GO:0110165,go_term_is_a,GeneOntology,,0.0
GO:GO:0019899,GO:GO:0005515,go_term_is_a,GeneOntology,,0.0
GO:GO:0019900,GO:GO:0019899,go_term_is_a,GeneOntology,,0.0
GO:GO:0019901,GO:GO:0019900,go_term_is_a,GeneOntology,,0.0
GO:GO:0019902,GO:GO:0019899,go_term_is_a,GeneOntology,,0.0
GO:GO:0019903,GO:GO:0019902,go_term_is_a,GeneOntology,,0.0
GO:GO:0019904,GO:GO:0005515,go_term_is_a,GeneOntology,,0.0
GO:GO:0021700,GO:GO:0032502,go_term_is_a,GeneOntology,,0.0
GO:GO:0022411,GO:GO:0016043,go_term_is_a,GeneOntology,,0.0
GO:GO:0022414,GO:GO:0008150,go_term_is_a,GeneOntology,,0.0
GO:GO:0022603,GO:GO:0050793,go_term_is_a,GeneOntology,,0.0
GO:GO:0022803,GO:GO:0022857,go_term_is_a,GeneOntology,,0.0
GO:GO:0022804,GO:GO:0022857,go_term_is_a,GeneOntology,,0.0
GO:GO:0022832,GO:GO:0022836,go_term_is_a,GeneOntology,,0.0
GO:GO:0022834,GO:GO:0022836,go_term_is_a,GeneOntology,,0.0
GO:GO:0022836,GO:GO:0015267,go_term_is_a,GeneOntology,,0.0
GO:GO:0022843,GO:GO:0005244,go_term_is_a,GeneOntology,,0.0
GO:GO:0022843,GO:GO:0005261,go_term_is_a,GeneOntology,,0.0
GO:GO:0022853,GO:GO:0015075,go_term_is_a,GeneOntology,,0.0
GO:GO:0022853,GO:GO:0015399,go_term_is_a,GeneOntology,,0.0
GO:GO:0022857,GO:GO:0005215,go_term_is_a,GeneOntology,,0.0
GO:GO:0023051,GO:GO:0050789,go_term_is_a,GeneOntology,,0.0
GO:GO:0023052,GO:GO:0050789,go_term_is_a,GeneOntology,,0.0
GO:GO:0023056,GO:GO:0023051,go_term_is_a,GeneOntology,,0.0
GO:GO:0023056,GO:GO:0048518,go_term_is_a,GeneOntology,,0.0
GO:GO:0023057,GO:GO:0023051,go_term_is_a,GeneOntology,,0.0
GO:GO:0023057,GO:GO:0048519,go_term_is_a,GeneOntology,,0.0
GO:GO:0023061,GO:GO:0007267,go_term_part_of,GeneOntology,,0.0
GO:GO:0023061,GO:GO:0032940,go_term_is_a,GeneOntology,,0.0
GO:GO:0030001,GO:GO:0006812,go_term_is_a,GeneOntology,,0.0
GO:GO:0030030,GO:GO:0016043,go_term_is_a,GeneOntology,,0.0
GO:GO:0030054,GO:GO:0110165,go_term_is_a,GeneOntology,,0.0
GO:GO:0030072,GO:GO:0002790,go_term_is_a,GeneOntology,,0.0
GO:GO:0030072,GO:GO:0046879,go_term_is_a,GeneOntology,,0.0
GO:GO:0030072,GO:GO:0071705,go_term_is_a,GeneOntology,,0.0
GO:GO:0030073,GO:GO:0009306,go_term_is_a,GeneOntology,,0.0
GO:GO:0030073,GO:GO:0030072,go_term_is_a,GeneOntology,,0.0
GO:GO:0030097,GO:GO:0048468,go_term_is_a,GeneOntology,,0.0
GO:GO:0030098,GO:GO:0046649,go_term_is_a,GeneOntology,,0.0
GO:GO:0030098,GO:GO:1903131,go_term_is_a,GeneOntology,,0.0
GO:GO:0030099,GO:GO:0030097,go_term_part_of,GeneOntology,,0.0
GO:GO:0030099,GO:GO:0030154,go_term_is_a,GeneOntology,,0.0
GO:GO:0030100,GO:GO:0051128,go_term_is_a,GeneOntology,,0.0
GO:GO:0030100,GO:GO:0060627,go_term_is_a,GeneOntology,,0.0
GO:GO:0030111,GO:GO:0009966,go_term_is_a,GeneOntology,,0.0
GO:GO:0030133,GO:GO:0012505,go_term_part_of,GeneOntology,,0.0
GO:GO:0030133,GO:GO:0031410,go_term_is_a,GeneOntology,,0.0
GO:GO:0030141,GO:GO:0012505,go_term_part_of,GeneOntology,,0.0
GO:GO:0030141,GO:GO:0099503,go_term_is_a,GeneOntology,,0.0
GO:GO:0030154,GO:GO:0048869,go_term_is_a,GeneOntology,,0.0
GO:GO:0030159,GO:GO:0035591,go_term_is_a,GeneOntology,,0.0
GO:GO:0030178,GO:GO:0009968,go_term_is_a,GeneOntology,,0.0
GO:GO:0030178,GO:GO:0030111,go_term_is_a,GeneOntology,,0.0
GO:GO:0030183,GO:GO:0030098,go_term_is_a,GeneOntology,,0.0
GO:GO:0030183,GO:GO:0042113,go_term_is_a,GeneOntology,,0.0
GO:GO:0030217,GO:GO:0030098,go_term_is_a,GeneOntology,,0.0
GO:GO:0030217,GO:GO:0042110,go_term_is_a,GeneOntology,,0.0
GO:GO:0030224,GO:GO:0002573,go_term_is_a,GeneOntology,,0.0
GO:GO:0030224,GO:GO:1903131,go_term_is_a,GeneOntology,,0.0
GO:GO:0030234,GO:GO:0098772,go_term_is_a,GeneOntology,,0.0
GO:GO:0030246,GO:GO:0005488,go_term_is_a,GeneOntology,,0.0
GO:GO:0030262,GO:GO:0006921,go_term_is_a,GeneOntology,,0.0
GO:GO:0030295,GO:GO:0019209,go_term_is_a,GeneOntology,,0.0
GO:GO:0030295,GO:GO:0019887,go_term_is_a,GeneOntology,,0.0
GO:GO:0030307,GO:GO:0001558,go_term_is_a,GeneOntology,,0.0
GO:GO:0030307,GO:GO:0045927,go_term_is_a,GeneOntology,,0.0
GO:GO:0030307,GO:GO:0048522,go_term_is_a,GeneOntology,,0.0
GO:GO:0030308,GO:GO:0001558,go_term_is_a,GeneOntology,,0.0
GO:GO:0030308,GO:GO:0045926,go_term_is_a,GeneOntology,,0.0
GO:GO:0030308,GO:GO:0048523,go_term_is_a,GeneOntology,,0.0
GO:GO:0030315,GO:GO:0042383,go_term_part_of,GeneOntology,,0.0
GO:GO:0030315,GO:GO:0110165,go_term_is_a,GeneOntology,,0.0
GO:GO:0030325,GO:GO:0035270,go_term_part_of,GeneOntology,,0.0
GO:GO:0030325,GO:GO:0048732,go_term_is_a,GeneOntology,,0.0
GO:GO:0030334,GO:GO:2000145,go_term_is_a,GeneOntology,,0.0
GO:GO:0030335,GO:GO:0030334,go_term_is_a,GeneOntology,,0.0
GO:GO:0030335,GO:GO:2000147,go_term_is_a,GeneOntology,,0.0
GO:GO:0030336,GO:GO:0030334,go_term_is_a,GeneOntology,,0.0
GO:GO:0030336,GO:GO:2000146,go_term_is_a,GeneOntology,,0.0
GO:GO:0030424,GO:GO:0043005,go_term_is_a,GeneOntology,,0.0
GO:GO:0030425,GO:GO:0043005,go_term_is_a,GeneOntology,,0.0
GO:GO:0030425,GO:GO:0097447,go_term_part_of,GeneOntology,,0.0
GO:GO:0030506,GO:GO:0008092,go_term_is_a,GeneOntology,,0.0
GO:GO:0030509,GO:GO:0071773,go_term_part_of,GeneOntology,,0.0
GO:GO:0030509,GO:GO:0141091,go_term_is_a,GeneOntology,,0.0
GO:GO:0030510,GO:GO:0090092,go_term_is_a,GeneOntology,,0.0
GO:GO:0030510,GO:GO:0090287,go_term_is_a,GeneOntology,,0.0
GO:GO:0030512,GO:GO:0017015,go_term_is_a,GeneOntology,,0.0
GO:GO:0030512,GO:GO:0090101,go_term_is_a,GeneOntology,,0.0
GO:GO:0030514,GO:GO:0030510,go_term_is_a,GeneOntology,,0.0
GO:GO:0030514,GO:GO:0090101,go_term_is_a,GeneOntology,,0.0
GO:GO:0030514,GO:GO:0090288,go_term_is_a,GeneOntology,,0.0
GO:GO:0030522,GO:GO:0035556,go_term_is_a,GeneOntology,,0.0
GO:GO:0030545,GO:GO:0098772,go_term_is_a,GeneOntology,,0.0
GO:GO:0030546,GO:GO:0030545,go_term_is_a,GeneOntology,,0.0
GO:GO:0030546,GO:GO:0140677,go_term_is_a,GeneOntology,,0.0
GO:GO:0030554,GO:GO:0017076,go_term_is_a,GeneOntology,,0.0
GO:GO:0030658,GO:GO:0030133,go_term_part_of,GeneOntology,,0.0
GO:GO:0030658,GO:GO:0030659,go_term_is_a,GeneOntology,,0.0
GO:GO:0030658,GO:GO:0098588,go_term_is_a,GeneOntology,,0.0
GO:GO:0030659,GO:GO:0012506,go_term_is_a,GeneOntology,,0.0
GO:GO:0030659,GO:GO:0031410,go_term_part_of,GeneOntology,,0.0
GO:GO:0030672,GO:GO:0008021,go_term_part_of,GeneOntology,,0.0
GO:GO:0030672,GO:GO:0099501,go_term_is_a,GeneOntology,,0.0
GO:GO:0030674,GO:GO:0060090,go_term_is_a,GeneOntology,,0.0
GO:GO:0030808,GO:GO:0006140,go_term_is_a,GeneOntology,,0.0
GO:GO:0030808,GO:GO:0009889,go_term_is_a,GeneOntology,,0.0
GO:GO:0030810,GO:GO:0009891,go_term_is_a,GeneOntology,,0.0
GO:GO:0030810,GO:GO:0030808,go_term_is_a,GeneOntology,,0.0
GO:GO:0030810,GO:GO:0045981,go_term_is_a,GeneOntology,,0.0
GO:GO:0030811,GO:GO:0006140,go_term_is_a,GeneOntology,,0.0
GO:GO:0030811,GO:GO:0009894,go_term_is_a,GeneOntology,,0.0
GO:GO:0030813,GO:GO:0009896,go_term_is_a,GeneOntology,,0.0
GO:GO:0030813,GO:GO:0030811,go_term_is_a,GeneOntology,,0.0
GO:GO:0030813,GO:GO:0045981,go_term_is_a,GeneOntology,,0.0
GO:GO:0030855,GO:GO:0030154,go_term_is_a,GeneOntology,,0.0
GO:GO:0030855,GO:GO:0060429,go_term_part_of,GeneOntology,,0.0
GO:GO:0030888,GO:GO:0050670,go_term_is_a,GeneOntology,,0.0
GO:GO:0030888,GO:GO:0050864,go_term_is_a,GeneOntology,,0.0
GO:GO:0030890,GO:GO:0030888,go_term_is_a,GeneOntology,,0.0
GO:GO:0030890,GO:GO:0050671,go_term_is_a,GeneOntology,,0.0
GO:GO:0030890,GO:GO:0050871,go_term_is_a,GeneOntology,,0.0
GO:GO:0030955,GO:GO:0031420,go_term_is_a,GeneOntology,,0.0
GO:GO:0030971,GO:GO:0005102,go_term_is_a,GeneOntology,,0.0
GO:GO:0030971,GO:GO:1990782,go_term_is_a,GeneOntology,,0.0
GO:GO:0031004,GO:GO:0090533,go_term_is_a,GeneOntology,,0.0
GO:GO:0031016,GO:GO:0048513,go_term_is_a,GeneOntology,,0.0
GO:GO:0031018,GO:GO:0031016,go_term_part_of,GeneOntology,,0.0
GO:GO:0031018,GO:GO:0035270,go_term_part_of,GeneOntology,,0.0
GO:GO:0031018,GO:GO:0048856,go_term_is_a,GeneOntology,,0.0
GO:GO:0031090,GO:GO:0016020,go_term_is_a,GeneOntology,,0.0
GO:GO:0031090,GO:GO:0043227,go_term_part_of,GeneOntology,,0.0
GO:GO:0031099,GO:GO:0048856,go_term_is_a,GeneOntology,,0.0
GO:GO:0031100,GO:GO:0031099,go_term_is_a,GeneOntology,,0.0
GO:GO:0031100,GO:GO:0048513,go_term_is_a,GeneOntology,,0.0
GO:GO:0031252,GO:GO:0110165,go_term_is_a,GeneOntology,,0.0
GO:GO:0031253,GO:GO:0098590,go_term_is_a,GeneOntology,,0.0
GO:GO:0031253,GO:GO:0120025,go_term_part_of,GeneOntology,,0.0
GO:GO:0031256,GO:GO:0005886,go_term_part_of,GeneOntology,,0.0
GO:GO:0031256,GO:GO:0031252,go_term_part_of,GeneOntology,,0.0
GO:GO:0031256,GO:GO:0110165,go_term_is_a,GeneOntology,,0.0
GO:GO:0031344,GO:GO:0051128,go_term_is_a,GeneOntology,,0.0
GO:GO:0031346,GO:GO:0031344,go_term_is_a,GeneOntology,,0.0
GO:GO:0031346,GO:GO:0051130,go_term_is_a,GeneOntology,,0.0
GO:GO:0031347,GO:GO:0080134,go_term_is_a,GeneOntology,,0.0
GO:GO:0031348,GO:GO:0031347,go_term_is_a,GeneOntology,,0.0
GO:GO:0031348,GO:GO:0048585,go_term_is_a,GeneOntology,,0.0
GO:GO:0031406,GO:GO:0043168,go_term_is_a,GeneOntology,,0.0
GO:GO:0031406,GO:GO:0043177,go_term_is_a,GeneOntology,,0.0
GO:GO:0031410,GO:GO:0005737,go_term_part_of,GeneOntology,,0.0
GO:GO:0031410,GO:GO:0097708,go_term_is_a,GeneOntology,,0.0
GO:GO:0031420,GO:GO:0046872,go_term_is_a,GeneOntology,,0.0
GO:GO:0031490,GO:GO:0003677,go_term_is_a,GeneOntology,,0.0
GO:GO:0031490,GO:GO:0003682,go_term_is_a,GeneOntology,,0.0
GO:GO:0031589,GO:GO:0007155,go_term_is_a,GeneOntology,,0.0
GO:GO:0031625,GO:GO:0044389,go_term_is_a,GeneOntology,,0.0
GO:GO:0031647,GO:GO:0065008,go_term_is_a,GeneOntology,,0.0
GO:GO:0031667,GO:GO:0050896,go_term_is_a,GeneOntology,,0.0
GO:GO:0031669,GO:GO:0031667,go_term_is_a,GeneOntology,,0.0
GO:GO:0031669,GO:GO:0051716,go_term_is_a,GeneOntology,,0.0
GO:GO:0031904,GO:GO:0005768,go_term_part_of,GeneOntology,,0.0
GO:GO:0031904,GO:GO:0070013,go_term_is_a,GeneOntology,,0.0
GO:GO:0031960,GO:GO:0048545,go_term_is_a,GeneOntology,,0.0
GO:GO:0031967,GO:GO:0043227,go_term_part_of,GeneOntology,,0.0
GO:GO:0031967,GO:GO:0043229,go_term_part_of,GeneOntology,,0.0
GO:GO:0031967,GO:GO:0110165,go_term_is_a,GeneOntology,,0.0
GO:GO:0031974,GO:GO:0110165,go_term_is_a,GeneOntology,,0.0
GO:GO:0031981,GO:GO:0005634,go_term_part_of,GeneOntology,,0.0
GO:GO:0031981,GO:GO:0070013,go_term_is_a,GeneOntology,,0.0
GO:GO:0031982,GO:GO:0043227,go_term_is_a,GeneOntology,,0.0
GO:GO:0031983,GO:GO:0031982,go_term_part_of,GeneOntology,,0.0
GO:GO:0031983,GO:GO:0043233,go_term_is_a,GeneOntology,,0.0
GO:GO:0031984,GO:GO:0043227,go_term_part_of,GeneOntology,,0.0
GO:GO:0031984,GO:GO:0043229,go_term_part_of,GeneOntology,,0.0
GO:GO:0031984,GO:GO:0110165,go_term_is_a,GeneOntology,,0.0
GO:GO:0031994,GO:GO:0005520,go_term_is_a,GeneOntology,,0.0
GO:GO:0031995,GO:GO:0005520,go_term_is_a,GeneOntology,,0.0
GO:GO:0031998,GO:GO:0046320,go_term_is_a,GeneOntology,,0.0
GO:GO:0031998,GO:GO:0050994,go_term_is_a,GeneOntology,,0.0
GO:GO:0032000,GO:GO:0031998,go_term_is_a,GeneOntology,,0.0
GO:GO:0032000,GO:GO:0046321,go_term_is_a,GeneOntology,,0.0
GO:GO:0032000,GO:GO:0050996,go_term_is_a,GeneOntology,,0.0
GO:GO:0032024,GO:GO:0050714,go_term_is_a,GeneOntology,,0.0
GO:GO:0032024,GO:GO:0050796,go_term_is_a,GeneOntology,,0.0
GO:GO:0032024,GO:GO:0090277,go_term_is_a,GeneOntology,,0.0
GO:GO:0032101,GO:GO:0048583,go_term_is_a,GeneOntology,,0.0
GO:GO:0032102,GO:GO:0032101,go_term_is_a,GeneOntology,,0.0
GO:GO:0032102,GO:GO:0048585,go_term_is_a,GeneOntology,,0.0
GO:GO:0032231,GO:GO:0044087,go_term_is_a,GeneOntology,,0.0
GO:GO:0032231,GO:GO:0110053,go_term_is_a,GeneOntology,,0.0
GO:GO:0032232,GO:GO:0032231,go_term_is_a,GeneOntology,,0.0
GO:GO:0032232,GO:GO:0051494,go_term_is_a,GeneOntology,,0.0
GO:GO:0032232,GO:GO:1902904,go_term_is_a,GeneOntology,,0.0
GO:GO:0032350,GO:GO:0010817,go_term_is_a,GeneOntology,,0.0
GO:GO:0032350,GO:GO:0019222,go_term_is_a,GeneOntology,,0.0
GO:GO:0032368,GO:GO:0051049,go_term_is_a,GeneOntology,,0.0
GO:GO:0032368,GO:GO:1905952,go_term_is_a,GeneOntology,,0.0
GO:GO:0032369,GO:GO:0032368,go_term_is_a,GeneOntology,,0.0
GO:GO:0032369,GO:GO:0051051,go_term_is_a,GeneOntology,,0.0
GO:GO:0032369,GO:GO:1905953,go_term_is_a,GeneOntology,,0.0
GO:GO:0032370,GO:GO:0032368,go_term_is_a,GeneOntology,,0.0
GO:GO:0032370,GO:GO:0051050,go_term_is_a,GeneOntology,,0.0
GO:GO:0032370,GO:GO:1905954,go_term_is_a,GeneOntology,,0.0
GO:GO:0032371,GO:GO:0032368,go_term_is_a,GeneOntology,,0.0
GO:GO:0032373,GO:GO:0032370,go_term_is_a,GeneOntology,,0.0
GO:GO:0032373,GO:GO:0032371,go_term_is_a,GeneOntology,,0.0
GO:GO:0032374,GO:GO:0032371,go_term_is_a,GeneOntology,,0.0
GO:GO:0032376,GO:GO:0032373,go_term_is_a,GeneOntology,,0.0
GO:GO:0032376,GO:GO:0032374,go_term_is_a,GeneOntology,,0.0
GO:GO:0032386,GO:GO:0051049,go_term_is_a,GeneOntology,,0.0
GO:GO:0032386,GO:GO:0060341,go_term_is_a,GeneOntology,,0.0
GO:GO:0032388,GO:GO:0032386,go_term_is_a,GeneOntology,,0.0
GO:GO:0032388,GO:GO:0048522,go_term_is_a,GeneOntology,,0.0
GO:GO:0032388,GO:GO:0051050,go_term_is_a,GeneOntology,,0.0
GO:GO:0032446,GO:GO:0070647,go_term_is_a,GeneOntology,,0.0
GO:GO:0032496,GO:GO:0002237,go_term_is_a,GeneOntology,,0.0
GO:GO:0032496,GO:GO:0033993,go_term_is_a,GeneOntology,,0.0
GO:GO:0032496,GO:GO:1901700,go_term_is_a,GeneOntology,,0.0
GO:GO:0032501,GO:GO:0008150,go_term_is_a,GeneOntology,,0.0
GO:GO:0032502,GO:GO:0008150,go_term_is_a,GeneOntology,,0.0
GO:GO:0032553,GO:GO:0000166,go_term_is_a,GeneOntology,,0.0
GO:GO:0032553,GO:GO:0097367,go_term_is_a,GeneOntology,,0.0
GO:GO:0032555,GO:GO:0017076,go_term_is_a,GeneOntology,,0.0
GO:GO:0032555,GO:GO:0032553,go_term_is_a,GeneOntology,,0.0
GO:GO:0032559,GO:GO:0030554,go_term_is_a,GeneOntology,,0.0
GO:GO:0032559,GO:GO:0032555,go_term_is_a,GeneOntology,,0.0
GO:GO:0032561,GO:GO:0019001,go_term_is_a,GeneOntology,,0.0
GO:GO:0032561,GO:GO:0032555,go_term_is_a,GeneOntology,,0.0
GO:GO:0032589,GO:GO:0031253,go_term_is_a,GeneOntology,,0.0
GO:GO:0032589,GO:GO:0031256,go_term_is_a,GeneOntology,,0.0
GO:GO:0032589,GO:GO:0043005,go_term_part_of,GeneOntology,,0.0
GO:GO:0032590,GO:GO:0030425,go_term_part_of,GeneOntology,,0.0
GO:GO:0032590,GO:GO:0032589,go_term_is_a,GeneOntology,,0.0
GO:GO:0032680,GO:GO:1903555,go_term_is_a,GeneOntology,,0.0
GO:GO:0032760,GO:GO:0032680,go_term_is_a,GeneOntology,,0.0
GO:GO:0032760,GO:GO:1903557,go_term_is_a,GeneOntology,,0.0
GO:GO:0032774,GO:GO:0016070,go_term_is_a,GeneOntology,,0.0
GO:GO:0032774,GO:GO:0141187,go_term_is_a,GeneOntology,,0.0
GO:GO:0032787,GO:GO:0019752,go_term_is_a,GeneOntology,,0.0
GO:GO:0032809,GO:GO:0043025,go_term_part_of,GeneOntology,,0.0
GO:GO:0032809,GO:GO:0044298,go_term_is_a,GeneOntology,,0.0
GO:GO:0032868,GO:GO:0043434,go_term_is_a,GeneOntology,,0.0
GO:GO:0032869,GO:GO:0032868,go_term_is_a,GeneOntology,,0.0
GO:GO:0032869,GO:GO:0071375,go_term_is_a,GeneOntology,,0.0
GO:GO:0032870,GO:GO:0009725,go_term_is_a,GeneOntology,,0.0
GO:GO:0032870,GO:GO:0070887,go_term_is_a,GeneOntology,,0.0
GO:GO:0032870,GO:GO:0071495,go_term_is_a,GeneOntology,,0.0
GO:GO:0032872,GO:GO:0043408,go_term_is_a,GeneOntology,,0.0
GO:GO:0032872,GO:GO:0070302,go_term_is_a,GeneOntology,,0.0
GO:GO:0032873,GO:GO:0032872,go_term_is_a,GeneOntology,,0.0
GO:GO:0032873,GO:GO:0043409,go_term_is_a,GeneOntology,,0.0
GO:GO:0032873,GO:GO:0070303,go_term_is_a,GeneOntology,,0.0
GO:GO:0032879,GO:GO:0050789,go_term_is_a,GeneOntology,,0.0
GO:GO:0032880,GO:GO:0032879,go_term_is_a,GeneOntology,,0.0
GO:GO:0032881,GO:GO:0006109,go_term_is_a,GeneOntology,,0.0
GO:GO:0032881,GO:GO:0060255,go_term_is_a,GeneOntology,,0.0
GO:GO:0032885,GO:GO:0010556,go_term_is_a,GeneOntology,,0.0
GO:GO:0032885,GO:GO:0032881,go_term_is_a,GeneOntology,,0.0
GO:GO:0032885,GO:GO:0043255,go_term_is_a,GeneOntology,,0.0
GO:GO:0032890,GO:GO:0051049,go_term_is_a,GeneOntology,,0.0
GO:GO:0032891,GO:GO:0032890,go_term_is_a,GeneOntology,,0.0
GO:GO:0032891,GO:GO:0051051,go_term_is_a,GeneOntology,,0.0
GO:GO:0032940,GO:GO:0046903,go_term_is_a,GeneOntology,,0.0
GO:GO:0032940,GO:GO:0140352,go_term_is_a,GeneOntology,,0.0
GO:GO:0032944,GO:GO:0070663,go_term_is_a,GeneOntology,,0.0
GO:GO:0032946,GO:GO:0032944,go_term_is_a,GeneOntology,,0.0
GO:GO:0032946,GO:GO:0070665,go_term_is_a,GeneOntology,,0.0
GO:GO:0032956,GO:GO:0032970,go_term_is_a,GeneOntology,,0.0
GO:GO:0032956,GO:GO:0051493,go_term_is_a,GeneOntology,,0.0
GO:GO:0032970,GO:GO:0050794,go_term_is_a,GeneOntology,,0.0
GO:GO:0032991,GO:GO:0005575,go_term_is_a,GeneOntology,,0.0
GO:GO:0032993,GO:GO:0032991,go_term_is_a,GeneOntology,,0.0
GO:GO:0033036,GO:GO:0051179,go_term_is_a,GeneOntology,,0.0
GO:GO:0033043,GO:GO:0051128,go_term_is_a,GeneOntology,,0.0
GO:GO:0033116,GO:GO:0005793,go_term_part_of,GeneOntology,,0.0
GO:GO:0033116,GO:GO:0098588,go_term_is_a,GeneOntology,,0.0
GO:GO:0033120,GO:GO:0010628,go_term_is_a,GeneOntology,,0.0
GO:GO:0033120,GO:GO:0043484,go_term_is_a,GeneOntology,,0.0
GO:GO:0033121,GO:GO:0030811,go_term_is_a,GeneOntology,,0.0
GO:GO:0033121,GO:GO:1900542,go_term_is_a,GeneOntology,,0.0
GO:GO:0033123,GO:GO:0030813,go_term_is_a,GeneOntology,,0.0
GO:GO:0033123,GO:GO:0033121,go_term_is_a,GeneOntology,,0.0
GO:GO:0033123,GO:GO:1900544,go_term_is_a,GeneOntology,,0.0
GO:GO:0033143,GO:GO:1902531,go_term_is_a,GeneOntology,,0.0
GO:GO:0033144,GO:GO:0033143,go_term_is_a,GeneOntology,,0.0
GO:GO:0033144,GO:GO:1902532,go_term_is_a,GeneOntology,,0.0
GO:GO:0033157,GO:GO:0032386,go_term_is_a,GeneOntology,,0.0
GO:GO:0033157,GO:GO:0051223,go_term_is_a,GeneOntology,,0.0
GO:GO:0033198,GO:GO:0014074,go_term_is_a,GeneOntology,,0.0
GO:GO:0033198,GO:GO:0046683,go_term_is_a,GeneOntology,,0.0
GO:GO:0033198,GO:GO:1901700,go_term_is_a,GeneOntology,,0.0
GO:GO:0033273,GO:GO:0007584,go_term_is_a,GeneOntology,,0.0
GO:GO:0033293,GO:GO:0031406,go_term_is_a,GeneOntology,,0.0
GO:GO:0033300,GO:GO:0090482,go_term_is_a,GeneOntology,,0.0
GO:GO:0033500,GO:GO:0048878,go_term_is_a,GeneOntology,,0.0
GO:GO:0033554,GO:GO:0006950,go_term_is_a,GeneOntology,,0.0
GO:GO:0033554,GO:GO:0051716,go_term_is_a,GeneOntology,,0.0
GO:GO:0033993,GO:GO:0042221,go_term_is_a,GeneOntology,,0.0
GO:GO:0034097,GO:GO:1901652,go_term_is_a,GeneOntology,,0.0
GO:GO:0034103,GO:GO:0051239,go_term_is_a,GeneOntology,,0.0
GO:GO:0034104,GO:GO:0034103,go_term_is_a,GeneOntology,,0.0
GO:GO:0034104,GO:GO:0051241,go_term_is_a,GeneOntology,,0.0
GO:GO:0034143,GO:GO:0062207,go_term_is_a,GeneOntology,,0.0
GO:GO:0034219,GO:GO:0008643,go_term_is_a,GeneOntology,,0.0
GO:GO:0034219,GO:GO:0055085,go_term_is_a,GeneOntology,,0.0
GO:GO:0034220,GO:GO:0006811,go_term_is_a,GeneOntology,,0.0
GO:GO:0034220,GO:GO:0055085,go_term_is_a,GeneOntology,,0.0
GO:GO:0034284,GO:GO:0009743,go_term_is_a,GeneOntology,,0.0
GO:GO:0034330,GO:GO:0016043,go_term_is_a,GeneOntology,,0.0
GO:GO:0034391,GO:GO:0010660,go_term_is_a,GeneOntology,,0.0
GO:GO:0034393,GO:GO:0010661,go_term_is_a,GeneOntology,,0.0
GO:GO:0034393,GO:GO:0034391,go_term_is_a,GeneOntology,,0.0
GO:GO:0034446,GO:GO:0031589,go_term_is_a,GeneOntology,,0.0
GO:GO:0034599,GO:GO:0006979,go_term_is_a,GeneOntology,,0.0
GO:GO:0034599,GO:GO:0062197,go_term_is_a,GeneOntology,,0.0
GO:GO:0034654,GO:GO:0006139,go_term_is_a,GeneOntology,,0.0
GO:GO:0034654,GO:GO:0009058,go_term_is_a,GeneOntology,,0.0
GO:GO:0034655,GO:GO:0006139,go_term_is_a,GeneOntology,,0.0
GO:GO:0034655,GO:GO:0009056,go_term_is_a,GeneOntology,,0.0
GO:GO:0034702,GO:GO:1902495,go_term_is_a,GeneOntology,,0.0
GO:GO:0034703,GO:GO:0034702,go_term_is_a,GeneOntology,,0.0
