child_id,parent_id,relation
HP:0000831,HP:0000819,is_a
HP:0001953,HP:0000819,is_a
HP:0004904,HP:0000819,is_a
HP:0005978,HP:0000819,is_a
HP:0100651,HP:0000819,is_a
HP:0000857,HP:0000831,is_a
HP:0000877,HP:0000831,is_a
HP:0008205,HP:0005978,is_a
HP:0008255,HP:0000857,is_a
